timestamp,X,Y,Z
17573000,18348.672798,5021.709737,49516.593083
17574000,18348.737054,5021.777318,49516.557378
17575000,18348.720609,5021.717539,49516.555259
17576000,18348.794555,5021.725707,49516.550495
17577000,18348.757166,5021.711650,49516.570982
17578000,18348.764186,5021.639806,49516.565565
17579000,18348.812956,5021.658389,49516.549436
17580000,18348.742569,5021.697362,49516.561046
17581000,18348.740841,5021.627255,49516.590379
17582000,18348.735519,5021.734146,49516.578805
17583000,18348.688123,5021.675687,49516.557840
17584000,18348.754182,5021.705773,49516.603793
17585000,18348.762645,5021.653556,49516.576996
17586000,18348.745757,5021.714606,49516.607034
17587000,18348.714150,5021.723561,49516.538698
17588000,18348.665498,5021.718779,49516.589233
17589000,18348.728884,5021.693981,49516.594904
17590000,18348.723150,5021.651807,49516.517775
17591000,18348.706453,5021.712545,49516.525211
17592000,18348.734369,5021.745474,49516.634398
17593000,18348.706308,5021.628537,49516.533178
17594000,18348.739682,5021.694929,49516.580354
17595000,18348.699060,5021.729238,49516.544592
17596000,18348.694193,5021.717072,49516.534514
17597000,18348.748136,5021.698701,49516.536835
17598000,18348.725653,5021.707524,49516.539650
17599000,18348.703131,5021.714746,49516.544879
17600000,18348.732987,5021.737512,49516.566750
17601000,18348.693371,5021.730911,49516.511925
17602000,18348.747465,5021.682986,49516.510362
17603000,18348.722948,5021.722366,49516.566208
17604000,18348.727349,5021.672822,49516.597752
17605000,18348.703896,5021.726683,49516.557190
17606000,18348.704254,5021.727372,49516.548437
17607000,18348.706971,5021.648671,49516.608639
17608000,18348.742303,5021.736203,49516.509081
17609000,18348.724458,5021.627117,49516.586725
17610000,18348.752609,5021.715263,49516.481079
17611000,18348.763478,5021.744077,49516.502547
17612000,18348.733304,5021.758584,49516.530089
17613000,18348.721705,5021.662583,49516.552160
17614000,18348.711006,5021.690013,49516.514565
17615000,18348.710203,5021.728942,49516.567364
17616000,18348.710533,5021.737001,49516.594421
17617000,18348.728684,5021.738407,49516.559070
17618000,18348.733994,5021.715280,49516.542924
17619000,18348.713773,5021.726247,49516.565434
17620000,18348.695202,5021.707987,49516.562342
17621000,18348.774309,5021.667488,49516.539789
17622000,18348.707092,5021.676541,49516.531929
17623000,18348.779367,5021.639826,49516.577751
17624000,18348.737740,5021.701285,49516.509811
17625000,18348.693946,5021.727375,49516.559827
17626000,18348.716265,5021.702808,49516.572758
17627000,18348.724998,5021.698030,49516.567161
17628000,18348.760203,5021.700971,49516.543880
17629000,18348.796705,5021.736267,49516.584231
17630000,18348.766934,5021.714613,49516.559272
17631000,18348.696280,5021.711111,49516.553253
17632000,18348.685279,5021.754416,49516.492817
17633000,18348.691450,5021.697125,49516.580263
17634000,18348.717671,5021.725930,49516.571527
17635000,18348.673088,5021.711405,49516.554777
17636000,18348.734492,5021.726903,49516.574994
17637000,18348.747549,5021.680533,49516.606557
17638000,18348.732295,5021.720617,49516.554797
17639000,18348.730252,5021.683619,49516.566932
17640000,18348.744192,5021.754886,49516.556533
17641000,18348.698902,5021.731636,49516.557388
17642000,18348.696748,5021.652995,49516.604308
17643000,18348.717370,5021.735127,49516.580251
